CaseFolding,Tokenizing
shopee mulai ga asik ah  pengirimannya jadi random kita sebagai pembeli gabisa pilih kurir yg biasa kita pilih,"['shopee', 'mulai', 'ga', 'asik', 'ah', 'pengirimannya', 'jadi', 'random', 'kita', 'sebagai', 'pembeli', 'gabisa', 'pilih', 'kurir', 'yg', 'biasa', 'kita', 'pilih']"
sebenarnya aplikasi ini bagus cuman masalhnya ngelag bngt udh pake wifi sinyalnya tetap lag bisa di buka,"['sebenarnya', 'aplikasi', 'ini', 'bagus', 'cuman', 'masalhnya', 'ngelag', 'bngt', 'udh', 'pake', 'wifi', 'sinyalnya', 'tetap', 'lag', 'bisa', 'di', 'buka']"
saya selaku pengguna shopee dari awal shopee muncul agak kecewa karena sekarang shopee lag parah  padahal saya memakai kartu simpati dan sinyal stabil tapi saya selalu gagal melalukan transaksi dengan pemberitahuan kalau voucher sudah dipakai padahal belum,"['saya', 'selaku', 'pengguna', 'shopee', 'dari', 'awal', 'shopee', 'muncul', 'agak', 'kecewa', 'karena', 'sekarang', 'shopee', 'lag', 'parah', 'padahal', 'saya', 'memakai', 'kartu', 'simpati', 'dan', 'sinyal', 'stabil', 'tapi', 'saya', 'selalu', 'gagal', 'melalukan', 'transaksi', 'dengan', 'pemberitahuan', 'kalau', 'voucher', 'sudah', 'dipakai', 'padahal', 'belum']"
saya pengguna baru shopee tidak bisa menggunakan gratis ongkir nya gagal check out gak ada kejelasan dari shopee nya kenapa tidak bisa check out karna menggunakan gratis ongkir pengguna baru,"['saya', 'pengguna', 'baru', 'shopee', 'tidak', 'bisa', 'menggunakan', 'gratis', 'ongkir', 'nya', 'gagal', 'check', 'out', 'gak', 'ada', 'kejelasan', 'dari', 'shopee', 'nya', 'kenapa', 'tidak', 'bisa', 'check', 'out', 'karna', 'menggunakan', 'gratis', 'ongkir', 'pengguna', 'baru']"
burik  jambore enggak pernah dapat padahal sudah di tunggu dari jam sebelum nya  sudah di pilih langsung ngelag gak bergerak,"['burik', 'jambore', 'enggak', 'pernah', 'dapat', 'padahal', 'sudah', 'di', 'tunggu', 'dari', 'jam', 'sebelum', 'nya', 'sudah', 'di', 'pilih', 'langsung', 'ngelag', 'gak', 'bergerak']"
woy shopee tolong dong di tindak lanjut untuk seller yang tidak bertanggung jawab  kirim barang rusak seenak jidat  itu merugikan konsumen shopee gk peduli soal kayak gitu  ini hal serius  bagi saya itu berharga banget dan saya dikirimin barang rusak sama seller  woy tolong yah shopee itu seller yang begituan mending dihapus aja akun lapak nya biar mampus dapet pelajaran ,"['woy', 'shopee', 'tolong', 'dong', 'di', 'tindak', 'lanjut', 'untuk', 'seller', 'yang', 'tidak', 'bertanggung', 'jawab', 'kirim', 'barang', 'rusak', 'seenak', 'jidat', 'itu', 'merugikan', 'konsumen', 'shopee', 'gk', 'peduli', 'soal', 'kayak', 'gitu', 'ini', 'hal', 'serius', 'bagi', 'saya', 'itu', 'berharga', 'banget', 'dan', 'saya', 'dikirimin', 'barang', 'rusak', 'sama', 'seller', 'woy', 'tolong', 'yah', 'shopee', 'itu', 'seller', 'yang', 'begituan', 'mending', 'dihapus', 'aja', 'akun', 'lapak', 'nya', 'biar', 'mampus', 'dapet', 'pelajaran']"
bintang aja cukup lah udah sering belanja member gold tetep gak dapet spaylater sedangkan temen saya baru bikin akun sekali belanja udah dapet spaylater nggak adil sungguh saya kecewa banget cam kan itu akan ku naik kan penilaian ku setelah spaylater ku muncul kalo gak akan ku report dengan email berbeda beda,"['bintang', 'aja', 'cukup', 'lah', 'udah', 'sering', 'belanja', 'member', 'gold', 'tetep', 'gak', 'dapet', 'spaylater', 'sedangkan', 'temen', 'saya', 'baru', 'bikin', 'akun', 'sekali', 'belanja', 'udah', 'dapet', 'spaylater', 'nggak', 'adil', 'sungguh', 'saya', 'kecewa', 'banget', 'cam', 'kan', 'itu', 'akan', 'ku', 'naik', 'kan', 'penilaian', 'ku', 'setelah', 'spaylater', 'ku', 'muncul', 'kalo', 'gak', 'akan', 'ku', 'report', 'dengan', 'email', 'berbeda', 'beda']"
ko akun shopee saya di nonaktivkan yah kenapa kak padahal transaksi normal  aja buat pembayaran online  katanya melanggar kebijkaan perarturan,"['ko', 'akun', 'shopee', 'saya', 'di', 'nonaktivkan', 'yah', 'kenapa', 'kak', 'padahal', 'transaksi', 'normal', 'aja', 'buat', 'pembayaran', 'online', 'katanya', 'melanggar', 'kebijkaan', 'perarturan']"
kembalikan shopee yg dulu  yg gak ribet seperti sekarang  terutama yg bisa pilih expedisi im by art,"['kembalikan', 'shopee', 'yg', 'dulu', 'yg', 'gak', 'ribet', 'seperti', 'sekarang', 'terutama', 'yg', 'bisa', 'pilih', 'expedisi', 'im', 'by', 'art']"
kenapa sekarang kalau belanja di shopee dengan cod ada dana penanganan lagi tolong lah mind dihilangkan dana penanganan ya  agar yg belanja bisa dapat keringanan dan disipenjual dapat kelancaran  tq,"['kenapa', 'sekarang', 'kalau', 'belanja', 'di', 'shopee', 'dengan', 'cod', 'ada', 'dana', 'penanganan', 'lagi', 'tolong', 'lah', 'mind', 'dihilangkan', 'dana', 'penanganan', 'ya', 'agar', 'yg', 'belanja', 'bisa', 'dapat', 'keringanan', 'dan', 'disipenjual', 'dapat', 'kelancaran', 'tq']"
kecewa & sungguh rugi  saya jelas  udah ditipu penjual tentang jas hujan yg reject barang cacat bolong & barang yg aku beli gak lengkap pula  sudah aq kirim balik ke penjual tapi apa shopee malah bela penjual yg gak amanah seperti itu  buruk buruk pelayanan shopee ,"['kecewa', '&', 'sungguh', 'rugi', 'saya', 'jelas', 'udah', 'ditipu', 'penjual', 'tentang', 'jas', 'hujan', 'yg', 'reject', 'barang', 'cacat', 'bolong', '&', 'barang', 'yg', 'aku', 'beli', 'gak', 'lengkap', 'pula', 'sudah', 'aq', 'kirim', 'balik', 'ke', 'penjual', 'tapi', 'apa', 'shopee', 'malah', 'bela', 'penjual', 'yg', 'gak', 'amanah', 'seperti', 'itu', 'buruk', 'buruk', 'pelayanan', 'shopee']"
semenjak di update shope jadi susah buat nerima kode otp buat nambahin rekening bank  padahal jaringan bagus hp spek lumayan trs udh coba cara yg disaranin cs shope yg harus hapus cache aplikasi dan logout lalu masuk kembali ke aplikasi tapi tetep nihil hasilnya sampe skrng saldo penjual saya gabisa cair gara gabisa nerima kode otp buat nambahin rekening bank,"['semenjak', 'di', 'update', 'shope', 'jadi', 'susah', 'buat', 'nerima', 'kode', 'otp', 'buat', 'nambahin', 'rekening', 'bank', 'padahal', 'jaringan', 'bagus', 'hp', 'spek', 'lumayan', 'trs', 'udh', 'coba', 'cara', 'yg', 'disaranin', 'cs', 'shope', 'yg', 'harus', 'hapus', 'cache', 'aplikasi', 'dan', 'logout', 'lalu', 'masuk', 'kembali', 'ke', 'aplikasi', 'tapi', 'tetep', 'nihil', 'hasilnya', 'sampe', 'skrng', 'saldo', 'penjual', 'saya', 'gabisa', 'cair', 'gara', 'gabisa', 'nerima', 'kode', 'otp', 'buat', 'nambahin', 'rekening', 'bank']"
aplikasi gak jelas  mau order barang aja susah banget  dari masukin alamat aja susah  input patokan alamat susah  mau order pake minta kode otp  udah masukin nomer telepon masih aja di suruh selfie & foto ktp  sy mau beli bukan mau ngutang langsung auto uninstal  mending aplikasi sebelah gak ribet,"['aplikasi', 'gak', 'jelas', 'mau', 'order', 'barang', 'aja', 'susah', 'banget', 'dari', 'masukin', 'alamat', 'aja', 'susah', 'input', 'patokan', 'alamat', 'susah', 'mau', 'order', 'pake', 'minta', 'kode', 'otp', 'udah', 'masukin', 'nomer', 'telepon', 'masih', 'aja', 'di', 'suruh', 'selfie', '&', 'foto', 'ktp', 'sy', 'mau', 'beli', 'bukan', 'mau', 'ngutang', 'langsung', 'auto', 'uninstal', 'mending', 'aplikasi', 'sebelah', 'gak', 'ribet']"
commerce dengan tingkat keamanan yang payah keamanan akun pengguna tolong di tingkatkan,"['commerce', 'dengan', 'tingkat', 'keamanan', 'yang', 'payah', 'keamanan', 'akun', 'pengguna', 'tolong', 'di', 'tingkatkan']"
shopee  aku nggak setuju kalau nanti ekspedisi ditentukan oleh pihak shopee  kenapa sih  itu kan hak aku sebagai pembeli mau memilih ekspedisi apapun sesuai keinginan aku,"['shopee', 'aku', 'nggak', 'setuju', 'kalau', 'nanti', 'ekspedisi', 'ditentukan', 'oleh', 'pihak', 'shopee', 'kenapa', 'sih', 'itu', 'kan', 'hak', 'aku', 'sebagai', 'pembeli', 'mau', 'memilih', 'ekspedisi', 'apapun', 'sesuai', 'keinginan', 'aku']"
hallo  maaf ini kenapa saya download shopee kan dapet voucher gratis  itu kenapa ga bisa di pake ya  aku udah cari solusi di yt tetap ga bisa  padahal aku bru mau daftar,"['hallo', 'maaf', 'ini', 'kenapa', 'saya', 'download', 'shopee', 'kan', 'dapet', 'voucher', 'gratis', 'itu', 'kenapa', 'ga', 'bisa', 'di', 'pake', 'ya', 'aku', 'udah', 'cari', 'solusi', 'di', 'yt', 'tetap', 'ga', 'bisa', 'padahal', 'aku', 'bru', 'mau', 'daftar']"
sangatt kecewa ini aplikasi slalu eror slalu ada bacaan halaman sedang di perbaiki eror trus kluar  gambar susah muncul padahal sinyal penuh lemot juga sudah hapus download ulang masih sama aja gk ada perubahan ampun,"['sangatt', 'kecewa', 'ini', 'aplikasi', 'slalu', 'eror', 'slalu', 'ada', 'bacaan', 'halaman', 'sedang', 'di', 'perbaiki', 'eror', 'trus', 'kluar', 'gambar', 'susah', 'muncul', 'padahal', 'sinyal', 'penuh', 'lemot', 'juga', 'sudah', 'hapus', 'download', 'ulang', 'masih', 'sama', 'aja', 'gk', 'ada', 'perubahan', 'ampun']"
shope skrg ribet bgt  mau masuk akun pake facebook knp harus kirim kode otp lagi woy kemaren engga skrg mau masuk akun lama gabisa saldo shopepay ku angus,"['shope', 'skrg', 'ribet', 'bgt', 'mau', 'masuk', 'akun', 'pake', 'facebook', 'knp', 'harus', 'kirim', 'kode', 'otp', 'lagi', 'woy', 'kemaren', 'engga', 'skrg', 'mau', 'masuk', 'akun', 'lama', 'gabisa', 'saldo', 'shopepay', 'ku', 'angus']"
maaf ya kok sekarang shopee nya jadi gk gratis ongkir dulu suka banget gratis ongkir dah barang nya jelek lagi ,"['maaf', 'ya', 'kok', 'sekarang', 'shopee', 'nya', 'jadi', 'gk', 'gratis', 'ongkir', 'dulu', 'suka', 'banget', 'gratis', 'ongkir', 'dah', 'barang', 'nya', 'jelek', 'lagi']"
shopee gimana sih akun saya kok gk bisa di tambahin alamat padahal didalam shopeepay ada yang ahh mengecewakan sekali ngadu ke cs malah belum selesai masalahnya,"['shopee', 'gimana', 'sih', 'akun', 'saya', 'kok', 'gk', 'bisa', 'di', 'tambahin', 'alamat', 'padahal', 'didalam', 'shopeepay', 'ada', 'yang', 'ahh', 'mengecewakan', 'sekali', 'ngadu', 'ke', 'cs', 'malah', 'belum', 'selesai', 'masalahnya']"
serius sih ini aku kecewa bgt sama shoope sekarang voucher gratis ongkir nya gabisa digunain padahal saya baru buat akun kecewa sih padahal mau check out kado buat sepupu njir dahla pindah ke sebelah aja,"['serius', 'sih', 'ini', 'aku', 'kecewa', 'bgt', 'sama', 'shoope', 'sekarang', 'voucher', 'gratis', 'ongkir', 'nya', 'gabisa', 'digunain', 'padahal', 'saya', 'baru', 'buat', 'akun', 'kecewa', 'sih', 'padahal', 'mau', 'check', 'out', 'kado', 'buat', 'sepupu', 'njir', 'dahla', 'pindah', 'ke', 'sebelah', 'aja']"
shopee food apa apa an ya  pesen makanan ko datangnya ber jam jam beda banget ngga kaya di gojek,"['shopee', 'food', 'apa', 'apa', 'an', 'ya', 'pesen', 'makanan', 'ko', 'datangnya', 'ber', 'jam', 'jam', 'beda', 'banget', 'ngga', 'kaya', 'di', 'gojek']"
tidak bisa pilih jasa kirim  sebelumnya bintang dan sekarang aja,"['tidak', 'bisa', 'pilih', 'jasa', 'kirim', 'sebelumnya', 'bintang', 'dan', 'sekarang', 'aja']"
tolong kepada pihak developer shopee perbaiki jasa pengiriman barang  agar tidak kelamaan waktu pengiriman barangnya ,"['tolong', 'kepada', 'pihak', 'developer', 'shopee', 'perbaiki', 'jasa', 'pengiriman', 'barang', 'agar', 'tidak', 'kelamaan', 'waktu', 'pengiriman', 'barangnya']"
gak bisa jualan barang  masukkan ongkir tak bisa disimpan  aplikasi tak bermutu  kl belum siap buat aplikasi mending gak usah buat deh  buka toko offline aja lebih baik,"['gak', 'bisa', 'jualan', 'barang', 'masukkan', 'ongkir', 'tak', 'bisa', 'disimpan', 'aplikasi', 'tak', 'bermutu', 'kl', 'belum', 'siap', 'buat', 'aplikasi', 'mending', 'gak', 'usah', 'buat', 'deh', 'buka', 'toko', 'offline', 'aja', 'lebih', 'baik']"
maaf deh uninstal aja sering belanja tapi gapernah dapet spaylater giliran temen baru belanja sekali lgsg dpt spaylater ga adil bgt,"['maaf', 'deh', 'uninstal', 'aja', 'sering', 'belanja', 'tapi', 'gapernah', 'dapet', 'spaylater', 'giliran', 'temen', 'baru', 'belanja', 'sekali', 'lgsg', 'dpt', 'spaylater', 'ga', 'adil', 'bgt']"
ini kenapa si apk shoppe makin hari makin lemot banget buka produk mau ngedit produk ngasih diskonnya naikin produknya yang gratis padahal sudah saya uninstal trus instal lagi sama aja apakah saya saja yang merasakan seperti ini sungguh kecewa dengan shoppe sekarang,"['ini', 'kenapa', 'si', 'apk', 'shoppe', 'makin', 'hari', 'makin', 'lemot', 'banget', 'buka', 'produk', 'mau', 'ngedit', 'produk', 'ngasih', 'diskonnya', 'naikin', 'produknya', 'yang', 'gratis', 'padahal', 'sudah', 'saya', 'uninstal', 'trus', 'instal', 'lagi', 'sama', 'aja', 'apakah', 'saya', 'saja', 'yang', 'merasakan', 'seperti', 'ini', 'sungguh', 'kecewa', 'dengan', 'shoppe', 'sekarang']"
kagak jelas shopee nipu nih masah ikut flash sale pakai waktu indonesia bagian timur saya yang di jakarta jadi habis mulu pada hal waktunya tepat banget kecewa berat,"['kagak', 'jelas', 'shopee', 'nipu', 'nih', 'masah', 'ikut', 'flash', 'sale', 'pakai', 'waktu', 'indonesia', 'bagian', 'timur', 'saya', 'yang', 'di', 'jakarta', 'jadi', 'habis', 'mulu', 'pada', 'hal', 'waktunya', 'tepat', 'banget', 'kecewa', 'berat']"
gila aplikasi bikin habis memori  harus diupdate tiap hari  kalo ga diupdate ya lemot ,"['gila', 'aplikasi', 'bikin', 'habis', 'memori', 'harus', 'diupdate', 'tiap', 'hari', 'kalo', 'ga', 'diupdate', 'ya', 'lemot']"
shopee kacau ekspedisi pengiriman gk bisa lagi memilih yang di sukai menyusahkan pembeli jadi nya,"['shopee', 'kacau', 'ekspedisi', 'pengiriman', 'gk', 'bisa', 'lagi', 'memilih', 'yang', 'di', 'sukai', 'menyusahkan', 'pembeli', 'jadi', 'nya']"
maaf sy kasi satu bintang dulu ya bos dan sy mau lihat dulu perkembangannya  klu ok baru saya kasi bintang  aduh bos ternyata belanja on line ongkirnya enggak sepadan klu beli yg jutaan harga kirim kurang lbh aja beda berapa ribu aja dgn prodak yg di beli  klu begini kebanyakan pelanggan menghubungi saudara atau teman yg di luar kota dan di paketkan jauh lbh murah  klu kita beli prodak yg hanya belasan ribu malah ongkirnya jauh lbh mahan malah puluhan ribu  maaf bos ini sbg epaluasi aja,"['maaf', 'sy', 'kasi', 'satu', 'bintang', 'dulu', 'ya', 'bos', 'dan', 'sy', 'mau', 'lihat', 'dulu', 'perkembangannya', 'klu', 'ok', 'baru', 'saya', 'kasi', 'bintang', 'aduh', 'bos', 'ternyata', 'belanja', 'on', 'line', 'ongkirnya', 'enggak', 'sepadan', 'klu', 'beli', 'yg', 'jutaan', 'harga', 'kirim', 'kurang', 'lbh', 'aja', 'beda', 'berapa', 'ribu', 'aja', 'dgn', 'prodak', 'yg', 'di', 'beli', 'klu', 'begini', 'kebanyakan', 'pelanggan', 'menghubungi', 'saudara', 'atau', 'teman', 'yg', 'di', 'luar', 'kota', 'dan', 'di', 'paketkan', 'jauh', 'lbh', 'murah', 'klu', 'kita', 'beli', 'prodak', 'yg', 'hanya', 'belasan', 'ribu', 'malah', 'ongkirnya', 'jauh', 'lbh', 'mahan', 'malah', 'puluhan', 'ribu', 'maaf', 'bos', 'ini', 'sbg', 'epaluasi', 'aja']"
kenapa akhir akhir ini koin shopee saya berkurang trs lama lama nol sendiri padahal saya pake buat apa apa,"['kenapa', 'akhir', 'akhir', 'ini', 'koin', 'shopee', 'saya', 'berkurang', 'trs', 'lama', 'lama', 'nol', 'sendiri', 'padahal', 'saya', 'pake', 'buat', 'apa', 'apa']"
kecewa banget sama shopee sekarang  ongkirnya mahal  loadingnya lama  spesifikasi lokasi penjual tidak sedetail yang dulu  sekarang cuma pilihan jawa timur tidak ada surabaya nya  kemudian saldo limit shopee paylater sya juga masih nol tidak kembali lagi sudah bulan ini,"['kecewa', 'banget', 'sama', 'shopee', 'sekarang', 'ongkirnya', 'mahal', 'loadingnya', 'lama', 'spesifikasi', 'lokasi', 'penjual', 'tidak', 'sedetail', 'yang', 'dulu', 'sekarang', 'cuma', 'pilihan', 'jawa', 'timur', 'tidak', 'ada', 'surabaya', 'nya', 'kemudian', 'saldo', 'limit', 'shopee', 'paylater', 'sya', 'juga', 'masih', 'nol', 'tidak', 'kembali', 'lagi', 'sudah', 'bulan', 'ini']"
kak ini barangku kok blm dtng  awalnya stts di shopee  bilangnya pengantaran anda sedang di proses trs stts berikutnya lagi  pegantaran anda dlm mslah atau disimpan trs bgimna ding sdh tranfer lgi bagina klw bdrngya tdj dtng,"['kak', 'ini', 'barangku', 'kok', 'blm', 'dtng', 'awalnya', 'stts', 'di', 'shopee', 'bilangnya', 'pengantaran', 'anda', 'sedang', 'di', 'proses', 'trs', 'stts', 'berikutnya', 'lagi', 'pegantaran', 'anda', 'dlm', 'mslah', 'atau', 'disimpan', 'trs', 'bgimna', 'ding', 'sdh', 'tranfer', 'lgi', 'bagina', 'klw', 'bdrngya', 'tdj', 'dtng']"
tolong pembayaran cod di hapus saja dech  ngerugiin kurir banget  sekarang banyak manusia purba pegang hape  terutama emak  sama bapak  yang bodoh ga paham sistem cod  tapi sok an belanja cod  mending suruh belanja di pasar rombeng bekas aja drpd ngrugiin kurir,"['tolong', 'pembayaran', 'cod', 'di', 'hapus', 'saja', 'dech', 'ngerugiin', 'kurir', 'banget', 'sekarang', 'banyak', 'manusia', 'purba', 'pegang', 'hape', 'terutama', 'emak', 'sama', 'bapak', 'yang', 'bodoh', 'ga', 'paham', 'sistem', 'cod', 'tapi', 'sok', 'an', 'belanja', 'cod', 'mending', 'suruh', 'belanja', 'di', 'pasar', 'rombeng', 'bekas', 'aja', 'drpd', 'ngrugiin', 'kurir']"
tidak bisa pilih expedisi  konsumen hilang kebebasan memilih jasa kirim,"['tidak', 'bisa', 'pilih', 'expedisi', 'konsumen', 'hilang', 'kebebasan', 'memilih', 'jasa', 'kirim']"
kenapa saya tidak dapat mengubah alamat saya  setiap kali diubah akan kembali ke alamat awal lagi,"['kenapa', 'saya', 'tidak', 'dapat', 'mengubah', 'alamat', 'saya', 'setiap', 'kali', 'diubah', 'akan', 'kembali', 'ke', 'alamat', 'awal', 'lagi']"
apaan pihak shopee  trnsaksi jual beli aja  tidk transparan  brng terjual  pembeli mntak pengembalian barang aja  penjual aja tidak mau  apakah kyak gni pihak shopee brtanggung jawab,"['apaan', 'pihak', 'shopee', 'trnsaksi', 'jual', 'beli', 'aja', 'tidk', 'transparan', 'brng', 'terjual', 'pembeli', 'mntak', 'pengembalian', 'barang', 'aja', 'penjual', 'aja', 'tidak', 'mau', 'apakah', 'kyak', 'gni', 'pihak', 'shopee', 'brtanggung', 'jawab']"
males ah belanja di shopee sekarang gak bisa pilih expedisi pengiriman sendiri  mahal ayolah jangan kaya gini  mending saya pindah ke tokipedia,"['males', 'ah', 'belanja', 'di', 'shopee', 'sekarang', 'gak', 'bisa', 'pilih', 'expedisi', 'pengiriman', 'sendiri', 'mahal', 'ayolah', 'jangan', 'kaya', 'gini', 'mending', 'saya', 'pindah', 'ke', 'tokipedia']"
semua lengkap  sayang biaya penanganannya sekarang besar banget  udah mulai kecewa sama shopee,"['semua', 'lengkap', 'sayang', 'biaya', 'penanganannya', 'sekarang', 'besar', 'banget', 'udah', 'mulai', 'kecewa', 'sama', 'shopee']"
shopee tuu aplikasi belanja paling bermasalah  semua aspek ada masalahnya  dari cari barang yg keluar iklan semua  barang yang dicari sama sekali ga muncul  lalu isi shopeepay tapi kode tidak keluar hanya muncul halaman putih shopeepay later yang sudah dibayar tapi muncul tagihan lagi  mau kasih review tapi gambar & video dari galeri tidak muncul sama sekali  lalu ulasan di google play store yang hanya dibalas oleh bot  shopee ini ga memedulikan pelanggannya  ga heran banyak yang beralih,"['shopee', 'tuu', 'aplikasi', 'belanja', 'paling', 'bermasalah', 'semua', 'aspek', 'ada', 'masalahnya', 'dari', 'cari', 'barang', 'yg', 'keluar', 'iklan', 'semua', 'barang', 'yang', 'dicari', 'sama', 'sekali', 'ga', 'muncul', 'lalu', 'isi', 'shopeepay', 'tapi', 'kode', 'tidak', 'keluar', 'hanya', 'muncul', 'halaman', 'putih', 'shopeepay', 'later', 'yang', 'sudah', 'dibayar', 'tapi', 'muncul', 'tagihan', 'lagi', 'mau', 'kasih', 'review', 'tapi', 'gambar', '&', 'video', 'dari', 'galeri', 'tidak', 'muncul', 'sama', 'sekali', 'lalu', 'ulasan', 'di', 'google', 'play', 'store', 'yang', 'hanya', 'dibalas', 'oleh', 'bot', 'shopee', 'ini', 'ga', 'memedulikan', 'pelanggannya', 'ga', 'heran', 'banyak', 'yang', 'beralih']"
filter untuk jasa kirimnya nggak selengkap dulu  jadi susah buat nyari barang berdasarkan jasa pengirimannya  kembalikan seperti semula dong  diperbarui bukannya mempermudah malah mempersulit,"['filter', 'untuk', 'jasa', 'kirimnya', 'nggak', 'selengkap', 'dulu', 'jadi', 'susah', 'buat', 'nyari', 'barang', 'berdasarkan', 'jasa', 'pengirimannya', 'kembalikan', 'seperti', 'semula', 'dong', 'diperbarui', 'bukannya', 'mempermudah', 'malah', 'mempersulit']"
males banget kasih rating berapa kali kalo flash sale udh dapet barang udh chekout juga pas mau liat kode nya tiba tiba keluar dan barang yg dibeli otomatis ke cancel  males banget  dan pas liat lagi di flash sale barang nya habis  apalagi update terbaru terus,"['males', 'banget', 'kasih', 'rating', 'berapa', 'kali', 'kalo', 'flash', 'sale', 'udh', 'dapet', 'barang', 'udh', 'chekout', 'juga', 'pas', 'mau', 'liat', 'kode', 'nya', 'tiba', 'tiba', 'keluar', 'dan', 'barang', 'yg', 'dibeli', 'otomatis', 'ke', 'cancel', 'males', 'banget', 'dan', 'pas', 'liat', 'lagi', 'di', 'flash', 'sale', 'barang', 'nya', 'habis', 'apalagi', 'update', 'terbaru', 'terus']"
bikin kantong kering aja  paylater nya bikin kntong kering tanggal tagihan nya jga kagak akurat bgt  blm sbulan udh di tagih aja  nyesel aktifin ny  voucher gratis ongkir buat paylater sma shopee pay  makin lama makin ngabisin duit,"['bikin', 'kantong', 'kering', 'aja', 'paylater', 'nya', 'bikin', 'kntong', 'kering', 'tanggal', 'tagihan', 'nya', 'jga', 'kagak', 'akurat', 'bgt', 'blm', 'sbulan', 'udh', 'di', 'tagih', 'aja', 'nyesel', 'aktifin', 'ny', 'voucher', 'gratis', 'ongkir', 'buat', 'paylater', 'sma', 'shopee', 'pay', 'makin', 'lama', 'makin', 'ngabisin', 'duit']"
mohon di perbaiki bagian mengisi alamat  karena alamat saya tidak sesuai dengan peta  selalu muncul kata lokasi salat ini berbeda dari lokasi yg dipilih sebelumnya  kirain saya salah di googlemap  ternyata di shopee mapnya  mohon diperbaiki  kalau seperti ini saya tidak bisa belanja,"['mohon', 'di', 'perbaiki', 'bagian', 'mengisi', 'alamat', 'karena', 'alamat', 'saya', 'tidak', 'sesuai', 'dengan', 'peta', 'selalu', 'muncul', 'kata', 'lokasi', 'salat', 'ini', 'berbeda', 'dari', 'lokasi', 'yg', 'dipilih', 'sebelumnya', 'kirain', 'saya', 'salah', 'di', 'googlemap', 'ternyata', 'di', 'shopee', 'mapnya', 'mohon', 'diperbaiki', 'kalau', 'seperti', 'ini', 'saya', 'tidak', 'bisa', 'belanja']"
shoppe tidak rekomendasi lagi gak bisa pake gratis ongkir lagi payahh god bay,"['shoppe', 'tidak', 'rekomendasi', 'lagi', 'gak', 'bisa', 'pake', 'gratis', 'ongkir', 'lagi', 'payahh', 'god', 'bay']"
knpa sekarang aplikasi buat daftarnya ribet banget udh bbrpa kalo di coba ttp gbisa  dan hrus pke ktp segla ttep gabisa  saya udh mau pesen bnyak aplikasi nya yang susah gni,"['knpa', 'sekarang', 'aplikasi', 'buat', 'daftarnya', 'ribet', 'banget', 'udh', 'bbrpa', 'kalo', 'di', 'coba', 'ttp', 'gbisa', 'dan', 'hrus', 'pke', 'ktp', 'segla', 'ttep', 'gabisa', 'saya', 'udh', 'mau', 'pesen', 'bnyak', 'aplikasi', 'nya', 'yang', 'susah', 'gni']"
karna shopeepaylater saya ditarik saya kasih aja *  udh komplain berkali ttp tdk ada keputusan,"['karna', 'shopeepaylater', 'saya', 'ditarik', 'saya', 'kasih', 'aja', '*', 'udh', 'komplain', 'berkali', 'ttp', 'tdk', 'ada', 'keputusan']"
terpaksa uninstal promo gratis ongkir pengguna baru tidak dapat di pakai promo potongan  ribu dengan minimal pembelian  rb juga tidak dapat dipakai juga penasaran aja dengan iklan promo  shopee eh ternyata no rekomend tidak sesuai dengan apa yang di iklankan bosku trims bye,"['terpaksa', 'uninstal', 'promo', 'gratis', 'ongkir', 'pengguna', 'baru', 'tidak', 'dapat', 'di', 'pakai', 'promo', 'potongan', 'ribu', 'dengan', 'minimal', 'pembelian', 'rb', 'juga', 'tidak', 'dapat', 'dipakai', 'juga', 'penasaran', 'aja', 'dengan', 'iklan', 'promo', 'shopee', 'eh', 'ternyata', 'no', 'rekomend', 'tidak', 'sesuai', 'dengan', 'apa', 'yang', 'di', 'iklankan', 'bosku', 'trims', 'bye']"
parah banget mau posting barang jualan untuk yang pertama kali aja susah banget udah pakai browser shopee seller di laptop dan hp tetep tidak bisa beda jauh sama toko disebelah jadi seller gampang buat posting barang jualan,"['parah', 'banget', 'mau', 'posting', 'barang', 'jualan', 'untuk', 'yang', 'pertama', 'kali', 'aja', 'susah', 'banget', 'udah', 'pakai', 'browser', 'shopee', 'seller', 'di', 'laptop', 'dan', 'hp', 'tetep', 'tidak', 'bisa', 'beda', 'jauh', 'sama', 'toko', 'disebelah', 'jadi', 'seller', 'gampang', 'buat', 'posting', 'barang', 'jualan']"
sekarang shopee ga kayak dlu lagi sekarang gratis ongkir sedikit cmn bisa digunakan shopeepay spletter dlu banyak bgt gratis ongkir rp  sekarang ga ada  cod pun jg ga ada jd males,"['sekarang', 'shopee', 'ga', 'kayak', 'dlu', 'lagi', 'sekarang', 'gratis', 'ongkir', 'sedikit', 'cmn', 'bisa', 'digunakan', 'shopeepay', 'spletter', 'dlu', 'banyak', 'bgt', 'gratis', 'ongkir', 'rp', 'sekarang', 'ga', 'ada', 'cod', 'pun', 'jg', 'ga', 'ada', 'jd', 'males']"
